,50K_GDAX_GEM_delta$,50K_GDAX_GEM_delta%,Bittrex,Date,Errors,Gdax,Gemini,Kraken,MaxExchange,MinExchange,Min_max_delta$,Min_max_delta%,Poloniex,total trading_costs%,wire_fee_USD
22,-239.7988749718021,-0.47937218038045726,792.6945,2017-12-18 17:42:49.020376,[],798.7,797.98,788.227492,798.7,788.227492,10.472508000000062,1.3286149121020587,793.6916005284629,0.005,35.0
23,-241.67031249999658,-0.48312445958645434,790.8589,2017-12-18 17:43:09.583271,[],798.69,798.0,788.385596,798.69,788.385596,10.30440400000009,1.3070259086773182,793.8508005285689,0.005,35.0
24,-241.04687499999716,-0.4818744517543746,790.8589,2017-12-18 17:43:13.473942,[],798.7,798.0,788.385596,798.7,788.385596,10.314404000000081,1.3082943235304976,793.850800488677,0.005,35.0
25,-241.04687499999716,-0.4818744517543746,790.8589,2017-12-18 17:43:14.880213,[],798.7,798.0,788.385596,798.7,788.385596,10.314404000000081,1.3082943235304976,793.850800488677,0.005,35.0
26,-241.04687499999716,-0.4818744517543746,790.8589,2017-12-18 17:43:17.208223,[],798.7,798.0,788.385596,798.7,788.385596,10.314404000000081,1.3082943235304976,793.8508005285689,0.005,35.0
27,-241.04687499999716,-0.4818744517543746,791.8562,2017-12-18 17:43:22.802071,[],798.7,798.0,788.774543,798.7,788.774543,9.925457000000051,1.2583389116806285,793.8508005285689,0.005,35.0
28,-241.04687499999716,-0.4818744517543746,790.8589,2017-12-18 17:43:28.630382,[],798.7,798.0,788.774543,798.7,788.774543,9.925457000000051,1.2583389116806285,793.8508005285689,0.005,35.0
29,-240.42288280554666,-0.48062333174601335,790.8589,2017-12-18 17:43:30.020888,[],798.7,797.99,788.8643,798.7,788.8643,9.835700000000088,1.2468177353190009,793.8508005285689,0.005,35.0
30,-239.7999999999983,-0.47937443609021524,790.7770849187659,2017-12-18 17:43:48.271245,[],798.72,798.0,788.8643,798.72,788.8643,9.85570000000007,1.249353025609103,793.8508005285689,0.005,35.0
31,-239.7999999999983,-0.47937443609021524,790.7770849187659,2017-12-18 17:43:51.443033,[],798.72,798.0,788.8643,798.72,788.8643,9.85570000000007,1.249353025609103,793.850800488677,0.005,35.0
32,-238.55196872102002,-0.4768721020577015,790.7770849187659,2017-12-18 17:43:52.896299,[],798.72,797.98,788.8643,798.72,788.8643,9.85570000000007,1.249353025609103,793.850800488677,0.005,35.0
33,-239.7999999999983,-0.47937443609021524,790.7770849187659,2017-12-18 17:43:58.896377,[],798.72,798.0,788.8643,798.72,788.8643,9.85570000000007,1.249353025609103,793.850800488677,0.005,35.0
34,-239.7999999999983,-0.47937443609021524,790.7770849187659,2017-12-18 17:44:00.818274,[],798.72,798.0,789.053787,798.72,789.053787,9.66621299999997,1.225038541003792,793.8508005285689,0.005,35.0
35,-240.42343749999773,-0.48062444392229486,790.7770849187659,2017-12-18 17:44:04.115115,[],798.71,798.0,789.053787,798.71,789.053787,9.65621299999998,1.2237712002768677,793.850800488677,0.005,35.0
36,-239.7999999999983,-0.47937443609021524,790.7770849187659,2017-12-18 17:44:06.052709,[],798.72,798.0,788.854327,798.72,788.854327,9.865673000000015,1.250633058896819,793.8508005285689,0.005,35.0
37,-240.42343749999773,-0.48062444392229486,790.7770849187659,2017-12-18 17:44:10.630886,[],798.71,798.0,788.854327,798.71,788.854327,9.855673000000024,1.2493653977257102,793.8508005285689,0.005,35.0
38,-240.42343749999773,-0.48062444392229486,790.8589,2017-12-18 17:44:12.162018,[],798.71,798.0,789.8616,798.71,789.8616,8.848400000000083,1.1202468888220523,793.8508005285689,0.005,35.0
39,-239.7999999999983,-0.47937443609021524,790.8589,2017-12-18 17:44:15.662205,[],798.72,798.0,789.8616,798.72,789.8616,8.858400000000074,1.1215129334050515,793.8508005285689,0.005,35.0
40,-240.42343749999773,-0.48062444392229486,791.8562,2017-12-18 17:44:17.130976,[],798.71,798.0,789.8616,798.71,789.8616,8.848400000000083,1.1202468888220523,792.8534999999999,0.005,35.0
41,-239.7999999999983,-0.47937443609021524,790.8589,2017-12-18 17:44:20.177882,[],798.72,798.0,789.8616,798.72,789.8616,8.858400000000074,1.1215129334050515,792.853500029919,0.005,35.0
42,-239.7999999999983,-0.47937443609021524,793.152689930189,2017-12-18 17:44:21.990407,[],798.72,798.0,789.8616,798.72,789.8616,8.858400000000074,1.1215129334050515,793.8508005285689,0.005,35.0
43,-239.7999999999983,-0.47937443609021524,793.152689930189,2017-12-18 17:44:25.381080,[],798.72,798.0,789.8616,798.72,789.8616,8.858400000000074,1.1215129334050515,793.8508005285689,0.005,35.0
44,-239.7999999999983,-0.47937443609021524,793.152689930189,2017-12-18 17:44:26.756093,[],798.72,798.0,789.8616,798.72,789.8616,8.858400000000074,1.1215129334050515,793.850801116976,0.005,35.0
45,-251.64531250000172,-0.5031245848997523,793.432184053029,2017-12-18 17:44:31.662403,[],798.53,798.0,789.8616,798.53,789.8616,8.66840000000002,1.0974580863280377,794.3993149999999,0.005,35.0
46,-251.64531250000172,-0.5031245848997523,793.152689930189,2017-12-18 17:44:34.084308,[],798.53,798.0,789.8616,798.53,789.8616,8.66840000000002,1.0974580863280377,794.3993149999999,0.005,35.0
47,-251.64531250000172,-0.5031245848997523,793.152689930189,2017-12-18 17:44:35.974957,[],798.53,798.0,789.8616,798.53,789.8616,8.66840000000002,1.0974580863280377,794.3993149999999,0.005,35.0
48,-244.7814990976095,-0.489362466786997,793.850799990027,2017-12-18 17:44:37.459354,[],798.52,797.88,789.8616,798.52,789.8616,8.658400000000029,1.0961920417450386,794.3993149999999,0.005,35.0
49,-240.41345087238207,-0.4806044204833365,790.8589,2017-12-18 17:44:39.912502,[],798.53,797.82,789.8616,798.53,789.8616,8.66840000000002,1.0974580863280377,794.3993149999999,0.005,35.0
50,-240.41345087238207,-0.4806044204833365,793.8507999999999,2017-12-18 17:44:41.412522,[],798.53,797.82,789.8616,798.53,789.8616,8.66840000000002,1.0974580863280377,794.3993149999999,0.005,35.0
51,-240.41345087238207,-0.4806044204833365,793.8507999999999,2017-12-18 17:44:43.350046,[],798.53,797.82,789.4128149999999,798.53,789.4128149999999,9.117185000000063,1.1549324797824652,794.3993149999999,0.005,35.0
52,-240.41345087238207,-0.4806044204833365,793.8507999999999,2017-12-18 17:44:46.459460,[],798.53,797.82,789.4128149999999,798.53,789.4128149999999,9.117185000000063,1.1549324797824652,794.3993149999999,0.005,35.0
53,-251.64531250000172,-0.5031245848997523,793.8507999999999,2017-12-18 17:44:48.271981,[],798.53,798.0,789.4128149999999,798.53,789.4128149999999,9.117185000000063,1.1549324797824652,794.3993149999999,0.005,35.0
54,-206.68645816348288,-0.41298095375468113,793.8507999999999,2017-12-18 17:44:51.037640,[],798.52,797.27,789.4128149999999,798.52,789.4128149999999,9.107185000000072,1.1536657154470027,794.3993149999999,0.005,35.0
55,-206.68645816348288,-0.41298095375468113,793.8507999999999,2017-12-18 17:44:52.459536,[],798.52,797.27,789.8616,798.52,789.8616,8.658400000000029,1.0961920417450386,794.3993149999999,0.005,35.0
56,-253.515625,-0.5068746083959913,793.8507999999999,2017-12-18 17:44:55.318943,[],798.5,798.0,789.8616,798.5,789.8616,8.638400000000047,1.09365995257904,794.3993149999999,0.005,35.0
57,-253.515625,-0.5068746083959913,793.8507999999999,2017-12-18 17:44:58.068968,[],798.5,798.0,789.8616,798.5,789.8616,8.638400000000047,1.09365995257904,794.3993149999999,0.005,35.0
58,-252.89218750000057,-0.5056246005639117,793.8507999999999,2017-12-18 17:44:59.881355,[],798.51,798.0,789.8616,798.51,789.8616,8.648400000000038,1.0949259971620393,794.838127,0.005,35.0
59,-251.64531250000172,-0.5031245848997523,793.8507999999999,2017-12-18 17:45:02.912785,[],798.53,798.0,789.432761,798.53,789.432761,9.097238999999945,1.1523766746741266,792.8534999999999,0.005,35.0
60,-251.64531250000172,-0.5031245848997523,794.8480999999999,2017-12-18 17:45:06.725186,[],798.53,798.0,789.432761,798.53,789.432761,9.097238999999945,1.1523766746741266,794.838127,0.005,35.0
61,-207.94410060574023,-0.4155025584107642,794.8480999999999,2017-12-18 17:45:08.772229,[],798.6,797.37,789.432761,798.6,789.432761,9.167238999999995,1.1612438009777497,794.838127,0.005,35.0
62,-204.82445022386264,-0.4092475811103944,790.8589,2017-12-18 17:45:10.162763,[],798.65,797.37,789.432761,798.65,789.432761,9.21723899999995,1.1675774626231845,793.9006649999999,0.005,35.0
63,-239.7999999999983,-0.47937443609021524,790.8589,2017-12-18 17:45:13.319163,[],798.72,798.0,789.432761,798.72,789.432761,9.287239,1.1764445889268078,794.838127,0.005,35.0
64,-239.7999999999983,-0.47937443609021524,793.152689930189,2017-12-18 17:45:14.772162,[],798.72,798.0,789.432761,798.72,789.432761,9.287239,1.1764445889268078,794.838127,0.005,35.0
65,-239.7999999999983,-0.47937443609021524,794.8480999999999,2017-12-18 17:45:16.256567,[],798.72,798.0,789.432761,798.72,789.432761,9.287239,1.1764445889268078,794.838127,0.005,35.0
66,-239.7999999999983,-0.47937443609021524,794.8480999999999,2017-12-18 17:45:22.506668,[],798.72,798.0,789.432761,798.72,789.432761,9.287239,1.1764445889268078,794.838127,0.005,35.0
67,-199.8330096128514,-0.3992396174298022,794.8480999999999,2017-12-18 17:45:24.444296,[],798.73,797.37,789.432761,798.73,789.432761,9.29723899999999,1.1777113212558947,794.838127,0.005,35.0
68,-239.17656249999888,-0.4781244282581355,794.8480999999999,2017-12-18 17:45:26.616196,[],798.73,798.0,789.432761,798.73,789.432761,9.29723899999999,1.1777113212558947,794.838126960108,0.005,35.0
69,-234.18906250000342,-0.4681243656015198,794.8480999999999,2017-12-18 17:45:46.397561,[],798.81,798.0,789.8616,798.81,789.8616,8.948399999999992,1.1329073346520444,792.853500129649,0.005,35.0
70,-234.18906250000342,-0.4681243656015198,794.8480999999999,2017-12-18 17:45:52.444644,[],798.81,798.0,789.8616,798.81,789.8616,8.948399999999992,1.1329073346520444,792.853500129649,0.005,35.0
71,-234.18906250000342,-0.4681243656015198,794.8480999999999,2017-12-18 17:45:53.866398,[],798.81,798.0,789.8616,798.81,789.8616,8.948399999999992,1.1329073346520444,794.838126960108,0.005,35.0
72,-234.18906250000342,-0.4681243656015198,794.8480999999999,2017-12-18 17:45:57.272751,[],798.81,798.0,791.2578199999999,798.81,791.2578199999999,7.552180000000021,0.9544524943841973,794.8480999999999,0.005,35.0
73,-247.91482533011458,-0.4956448645110564,794.8480999999999,2017-12-18 17:46:14.491641,[],798.81,798.22,791.2578199999999,798.81,791.2578199999999,7.552180000000021,0.9544524943841973,794.8480999999999,0.005,35.0
74,-235.4365546797682,-0.47062561872659425,794.8480999999999,2017-12-18 17:46:23.241893,[],798.8,798.01,791.2578199999999,798.8,791.2578199999999,7.54218000000003,0.9531886838097892,794.8480999999999,0.005,35.0
75,-235.4365546797682,-0.47062561872659425,794.8480999999999,2017-12-18 17:46:27.226171,[],798.8,798.01,791.2578199999999,798.8,791.2578199999999,7.54218000000003,0.9531886838097892,793.8508005285689,0.005,35.0
76,-234.81250000000284,-0.46937437343359956,794.8480999999999,2017-12-18 17:46:31.007539,[],798.8,798.0,791.2578199999999,798.8,791.2578199999999,7.54218000000003,0.9531886838097892,793.8508005285689,0.005,35.0
77,-234.18906250000342,-0.4681243656015198,793.152689950135,2017-12-18 17:46:32.867013,[],798.81,798.0,791.497172,798.81,791.497172,7.312827999999968,0.9239234527549225,794.8480999999999,0.005,35.0
78,-235.4365546797682,-0.47062561872659425,793.152689950135,2017-12-18 17:46:42.163995,[],798.8,798.01,791.816308,798.8,791.816308,6.983691999999905,0.881983855275674,793.8507999999999,0.005,35.0
79,-234.81312499217088,-0.46937562655857124,793.152689950135,2017-12-18 17:46:49.820345,[],798.81,798.01,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
80,-234.81312499217088,-0.46937562655857124,793.152689950135,2017-12-18 17:46:51.726612,[],798.81,798.01,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
81,-234.81312499217088,-0.46937562655857124,793.152689950135,2017-12-18 17:46:53.179684,[],798.81,798.01,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
82,-234.18906250000342,-0.4681243656015198,794.838127,2017-12-18 17:46:55.398535,[],798.81,798.0,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
83,-233.56498436697598,-0.4668730732841282,794.838127,2017-12-18 17:46:57.210953,[],798.81,797.99,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
84,-233.56498436697598,-0.4668730732841282,794.838127,2017-12-18 17:46:58.601558,[],798.81,797.99,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
85,-233.56498436697598,-0.4668730732841282,794.838127,2017-12-18 17:47:00.274129,[],798.81,797.99,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
86,-232.31678117598918,-0.46437039456371765,794.838127,2017-12-18 17:47:02.274160,[],798.81,797.97,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
87,-232.31678117598918,-0.46437039456371765,794.838127,2017-12-18 17:47:03.633544,[],798.81,797.97,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
88,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:05.070919,[],798.81,797.97,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.8480999999999,0.005,35.0
89,-232.31678117598918,-0.46437039456371765,793.152689930189,2017-12-18 17:47:09.868006,[],798.81,797.97,791.816308,798.81,791.816308,6.993691999999896,0.8832467744526291,794.848099990027,0.005,35.0
90,-232.94024211436974,-0.4656204493903372,793.152689930189,2017-12-18 17:47:11.836766,[],798.8,797.97,791.816308,798.8,791.816308,6.983691999999905,0.881983855275674,794.8480999999999,0.005,35.0
91,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:18.774352,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.848099990027,0.005,35.0
92,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:22.040015,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.848099990027,0.005,35.0
93,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:23.508788,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.8480999999999,0.005,35.0
94,-232.94024211436974,-0.4656204493903372,794.8480999999999,2017-12-18 17:47:27.883840,[],798.8,797.97,791.4871989999999,798.8,791.4871989999999,7.312801000000036,0.9239316831958058,794.05026,0.005,35.0
95,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:29.883864,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.05026,0.005,35.0
96,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:33.477655,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.8480999999999,0.005,35.0
97,-232.31678117598918,-0.46437039456371765,794.8480999999999,2017-12-18 17:47:37.649596,[],798.81,797.97,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.8480999999999,0.005,35.0
98,-235.4365546797682,-0.47062561872659425,794.8480999999999,2017-12-18 17:47:39.196476,[],798.8,798.01,791.4871989999999,798.8,791.4871989999999,7.312801000000036,0.9239316831958058,794.8480999999999,0.005,35.0
99,-249.78549684305813,-0.4993956078372437,794.8480999999999,2017-12-18 17:47:44.352720,[],798.8,798.24,791.4871989999999,798.8,791.4871989999999,7.312801000000036,0.9239316831958058,794.8480999999999,0.005,35.0
100,-249.78549684305813,-0.4993956078372437,794.8480999999999,2017-12-18 17:47:45.837043,[],798.8,798.24,791.4871989999999,798.8,791.4871989999999,7.312801000000036,0.9239316831958058,794.8480999999999,0.005,35.0
101,-249.78549684305813,-0.4993956078372437,794.8480999999999,2017-12-18 17:47:47.790331,[],798.8,798.24,791.4871989999999,798.8,791.4871989999999,7.312801000000036,0.9239316831958058,794.8480999999999,0.005,35.0
102,-234.18906250000342,-0.4681243656015198,794.8480999999999,2017-12-18 17:47:49.821605,[],798.81,798.0,791.4871989999999,798.81,791.4871989999999,7.322801000000027,0.9251951275083133,794.8480999999999,0.005,35.0
103,-249.16224678668465,-0.4981459758343464,794.8480999999999,2017-12-18 17:47:52.352819,[],798.81,798.24,790.8589,798.81,790.8589,7.951099999999997,1.005375295137982,794.8480999999999,0.005,35.0
104,-269.10624859064944,-0.538134199927347,794.8480999999999,2017-12-18 17:47:56.962326,[],798.49,798.24,790.8589,798.49,790.8589,7.63110000000006,0.9649129572923896,794.8480999999999,0.005,35.0
105,-256.64124746316617,-0.5131415598692023,794.8480999999999,2017-12-18 17:47:58.931100,[],798.69,798.24,790.8589,798.69,790.8589,7.831100000000106,0.9902019184458954,794.8480999999999,0.005,35.0
106,-256.64124746316617,-0.5131415598692023,794.8480999999999,2017-12-18 17:48:01.681134,[],798.69,798.24,790.8589,798.69,790.8589,7.831100000000106,0.9902019184458954,793.8507999999999,0.005,35.0
107,-269.10624859064944,-0.538134199927347,794.8480999999999,2017-12-18 17:48:03.118652,[],798.49,798.24,790.8589,798.49,790.8589,7.63110000000006,0.9649129572923896,794.8480999999999,0.005,35.0
108,-315.8398559799624,-0.6318362554790199,794.8480999999999,2017-12-18 17:48:09.478104,[],798.0,798.5,790.8589,798.5,790.8589,7.641100000000051,0.9661774053500632,794.8480999999999,0.005,35.0
109,-316.4629030995611,-0.6330854805886055,794.8480999999999,2017-12-18 17:48:10.899989,[],797.99,798.5,791.35755,798.5,791.35755,7.1424500000000535,0.9025566256365475,794.8480999999999,0.005,35.0
110,-285.3105471195987,-0.5706242251095744,794.8480999999999,2017-12-18 17:48:13.368776,[],798.49,798.5,791.35755,798.5,791.35755,7.1424500000000535,0.9025566256365475,794.8480999999999,0.005,35.0
111,-285.3105471195987,-0.5706242251095744,794.8480999999999,2017-12-18 17:48:14.821919,[],798.49,798.5,791.35755,798.5,791.35755,7.1424500000000535,0.9025566256365475,794.848099990027,0.005,35.0
112,-285.3105471195987,-0.5706242251095744,794.8480999999999,2017-12-18 17:48:17.431327,[],798.49,798.5,791.35755,798.5,791.35755,7.1424500000000535,0.9025566256365475,794.8480999999999,0.005,35.0
113,-281.57019530809714,-0.5631247258669024,794.8480999999999,2017-12-18 17:48:19.853231,[],798.02,797.97,791.8562,798.02,791.8562,6.1638000000000375,0.7783989062660668,794.8480999999999,0.005,35.0
114,-406.804735441455,-0.8142231214777709,794.8480999999999,2017-12-18 17:48:22.634407,[],796.54,798.5,791.8562,798.5,791.8562,6.643800000000056,0.8390159728496229,794.8480999999999,0.005,35.0
115,-413.6582537570476,-0.827964597683167,794.8480999999999,2017-12-18 17:48:24.072034,[],796.43,798.5,791.8562,798.5,791.8562,6.643800000000056,0.8390159728496229,794.8480999999999,0.005,35.0
116,-365.13815764732203,-0.7306805874167915,794.8480999999999,2017-12-18 17:48:29.884603,[],796.44,797.73,791.8562,797.73,791.8562,5.873800000000074,0.7417760952051742,794.8480999999999,0.005,35.0
117,-380.07463282747733,-0.7606285949698585,794.8480999999999,2017-12-18 17:48:33.728400,[],796.46,797.99,791.8562,797.99,791.8562,6.133800000000065,0.774610339604598,794.8480999999999,0.005,35.0
118,-419.3820701357446,-0.8394409931562664,794.8480999999999,2017-12-18 17:48:36.869064,[],795.65,797.81,791.8562,797.81,791.8562,5.953800000000001,0.7518789396357574,794.8480999999999,0.005,35.0
119,-428.07812499999716,-0.8568768013784375,794.8480999999999,2017-12-18 17:48:38.947214,[],795.7,798.0,791.8562,798.0,791.8562,6.143800000000056,0.7758731951584209,794.848099990027,0.005,35.0
120,-426.83303127232,-0.8543803572099851,794.8480999999999,2017-12-18 17:48:41.962874,[],795.71,797.99,791.8562,797.99,791.8562,6.133800000000065,0.774610339604598,794.848099990027,0.005,35.0
121,-439.92343750000055,-0.8806269501879744,794.8480999999999,2017-12-18 17:48:43.353505,[],795.51,798.0,791.427361,798.0,791.427361,6.572638999999981,0.830479122138915,794.848099990027,0.005,35.0
122,-409.375,-0.8193765664160456,792.8534999999999,2017-12-18 17:48:46.337854,[],796.0,798.0,791.427361,798.0,791.427361,6.572638999999981,0.830479122138915,793.8507999999999,0.005,35.0
123,-440.546875,-0.8818769580200543,792.8534999999999,2017-12-18 17:48:49.775472,[],795.5,798.0,791.427361,798.0,791.427361,6.572638999999981,0.830479122138915,793.05694979838,0.005,35.0
124,-391.91875000000175,-0.7843763471178022,792.8534999999999,2017-12-18 17:48:51.697295,[],796.28,798.0,791.427361,798.0,791.427361,6.572638999999981,0.830479122138915,794.848099990027,0.005,35.0
125,-465.4843749999986,-0.9318772713032545,792.8534999999999,2017-12-18 17:48:53.666144,[],795.1,798.0,787.1788629999999,798.0,787.1788629999999,10.821137000000135,1.3746732170576763,794.848099990027,0.005,35.0
126,-439.8262327802135,-0.880432052285536,792.8534999999999,2017-12-18 17:48:55.072412,[],796.01,798.5,787.1788629999999,798.5,787.1788629999999,11.321137000000135,1.4381911827325244,794.8480999800539,0.005,35.0
127,-439.8262327802135,-0.880432052285536,792.8534999999999,2017-12-18 17:48:57.603692,[],796.01,798.5,785.8724,798.5,785.8724,12.62760000000003,1.6068257391403526,794.8480999800539,0.005,35.0
128,-440.44927989981215,-0.8816812773951106,794.8480999999999,2017-12-18 17:49:00.463106,[],796.0,798.5,785.8724,798.5,785.8724,12.62760000000003,1.6068257391403526,794.8480999800539,0.005,35.0
129,-495.9031186990436,-0.9928676157497284,792.8534999999999,2017-12-18 17:49:02.494371,[],795.1,798.49,785.8724,798.49,785.8724,12.617600000000039,1.6055532679351048,794.8480999800539,0.005,35.0
130,-495.9031186990436,-0.9928676157497284,792.8534999999999,2017-12-18 17:49:05.010031,[],795.1,798.49,785.8724,798.49,785.8724,12.617600000000039,1.6055532679351048,794.8480999800539,0.005,35.0
131,-495.9031186990436,-0.9928676157497284,792.8534999999999,2017-12-18 17:49:06.978808,[],795.1,798.49,785.8724,798.49,785.8724,12.617600000000039,1.6055532679351048,794.8480999800539,0.005,35.0
132,-446.0587249057616,-0.892928355395817,792.8534999999999,2017-12-18 17:49:10.885105,[],795.9,798.49,785.8724,798.49,785.8724,12.617600000000039,1.6055532679351048,794.8480999800539,0.005,35.0
133,-441.6953741390096,-0.8841797276142704,792.8534999999999,2017-12-18 17:49:13.947499,[],795.98,798.5,785.8724,798.5,785.8724,12.62760000000003,1.6068257391403526,794.8480999800539,0.005,35.0
134,-440.44927989981215,-0.8816812773951106,792.8534999999999,2017-12-18 17:49:15.572663,[],796.0,798.5,785.8724,798.5,785.8724,12.62760000000003,1.6068257391403526,794.8480999800539,0.005,35.0
135,-439.8281756815996,-0.8804359478515726,792.8534999999999,2017-12-18 17:49:18.510198,[],796.0,798.49,785.8724,798.49,785.8724,12.617600000000039,1.6055532679351048,794.8480999800539,0.005,35.0
